marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,score_latente,exito
CornCrisp,cereal,retail,54.93,31.3,23.63,43.02,7,77,54,media,7,Podría mejorar,0,54.0,0,12.65,1
HoneyOats,cereal,marketplace,85.16,44.6,40.56,47.63,7,68,55,alta,5,"Está bien, cumple",0,40.0,0,11.95,1
HoneyOats,cereal,retail,79.65,37.38,42.27,53.07,8,74,30,alta,7,"Está bien, cumple",0,54.0,0,13.67,1
ChocoBoom,cereal,retail,99.42,52.3,47.12,47.39,10,63,45,media,6,"Está bien, cumple",0,47.0,0,-32.78,0
GoldenGrain,cereal,marketplace,128.66,66.33,62.33,48.45,6,54,42,media,4,Se me hizo caro,-1,18.0,0,1.62,0
CornCrisp,cereal,marketplace,81.18,56.75,24.43,30.09,8,84,44,media,7,"Está bien, cumple",0,54.0,0,9.98,0
CornCrisp,cereal,retail,90.69,50.43,40.26,44.39,6,85,70,alta,8,Me gusta mucho esta marca,1,76.0,1,37.43,1
VitalMix,cereal,marketplace,84.57,51.21,33.36,39.45,10,51,61,baja,5,"Está bien, cumple",0,40.0,0,-22.88,0
KidsStar,cereal,retail,101.59,67.34,34.25,33.71,7,77,71,media,6,Es un cereal promedio,0,47.0,0,17.58,1
FitMorning,cereal,retail,123.33,58.22,65.11,52.79,5,75,72,media,8,Excelente relación calidad-precio,1,76.0,1,35.09,1
CrunchMax,cereal,marketplace,88.97,43.02,45.95,51.65,6,73,45,media,6,"Está bien, cumple",0,47.0,0,23.74,1
CerealNova,cereal,retail,76.6,50.1,26.5,34.6,7,75,58,media,7,Solo lo compraría en promoción,0,54.0,0,8.79,0
KidsStar,cereal,retail,50.01,30.59,19.42,38.83,9,87,56,media,10,Se siente de buena calidad,1,90.0,1,9.07,0
FiberPlus,cereal,marketplace,107.07,68.84,38.23,35.71,5,63,60,media,8,Excelente relación calidad-precio,1,76.0,1,21.83,1
FitMorning,cereal,retail,83.64,39.98,43.66,52.2,5,76,76,media,6,Podría mejorar,0,47.0,0,34.48,1
CerealNova,cereal,retail,71.52,45.13,26.39,36.9,4,79,56,media,6,Solo lo compraría en promoción,0,47.0,0,35.03,1
KidsStar,cereal,retail,89.55,57.85,31.7,35.4,7,81,69,alta,8,Se siente de buena calidad,1,76.0,1,26.43,1
KidsStar,cereal,marketplace,64.88,32.69,32.19,49.61,5,86,44,media,7,Es un cereal promedio,0,54.0,0,20.97,1
VitalMix,cereal,retail,116.4,60.88,55.52,47.7,7,70,72,alta,5,Solo lo compraría en promoción,0,40.0,0,10.92,1
CerealNova,cereal,retail,98.65,52.47,46.18,46.81,8,85,64,alta,8,Me encanta el sabor y la textura,1,76.0,1,20.53,1
HoneyOats,cereal,marketplace,56.98,37.7,19.28,33.84,9,90,69,alta,8,Me gusta mucho esta marca,1,76.0,1,14.07,1
FiberPlus,cereal,retail,62.94,37.13,25.81,41.01,6,81,58,media,6,"Está bien, cumple",0,47.0,0,14.74,1
VitalMix,cereal,retail,137.92,66.47,71.45,51.81,7,59,62,media,6,Solo lo compraría en promoción,0,47.0,0,-4.79,0
CerealNova,cereal,marketplace,62.11,43.91,18.2,29.3,7,76,66,media,8,Me encanta el sabor y la textura,1,76.0,1,9.15,0
FiberPlus,cereal,retail,122.06,84.68,37.38,30.62,7,68,63,media,5,Nada extraordinario,0,40.0,0,4.42,0
ChocoBoom,cereal,retail,99.66,53.88,45.78,45.94,7,66,81,baja,7,"Está bien, cumple",0,54.0,0,3.39,0
GoldenGrain,cereal,retail,118.14,78.03,40.11,33.95,7,75,59,alta,9,Excelente relación calidad-precio,1,83.0,1,13.68,1
VitalMix,cereal,marketplace,121.72,88.26,33.46,27.49,6,68,66,media,6,Podría mejorar,0,47.0,0,-3.54,0
VitalMix,cereal,retail,114.17,59.32,54.85,48.04,8,53,79,baja,8,Me identifico con esta marca,1,76.0,1,-1.37,0
FiberPlus,cereal,marketplace,86.59,47.49,39.1,45.16,5,63,62,media,7,"Está bien, cumple",0,54.0,0,34.57,1
FitMorning,cereal,marketplace,106.91,55.65,51.26,47.95,6,63,71,alta,5,Es un cereal promedio,0,40.0,0,15.45,1
FiberPlus,cereal,marketplace,131.9,74.52,57.38,43.5,7,60,73,alta,6,Nada extraordinario,0,47.0,0,13.25,1
FiberPlus,cereal,retail,147.12,72.26,74.86,50.88,6,63,46,media,6,Solo lo compraría en promoción,0,47.0,0,2.33,0
VitalMix,cereal,retail,128.16,70.23,57.93,45.2,8,49,59,baja,8,Excelente relación calidad-precio,1,76.0,1,-3.46,0
GoldenGrain,cereal,retail,76.64,38.88,37.76,49.27,6,83,67,alta,10,Me encanta el sabor y la textura,1,90.0,1,24.79,1
FiberPlus,cereal,retail,84.59,49.98,34.61,40.92,8,54,54,media,6,Es un cereal promedio,0,47.0,0,-10.31,0
FitMorning,cereal,marketplace,102.0,61.82,40.18,39.39,7,55,66,baja,8,Se siente de buena calidad,1,76.0,1,8.11,0
FiberPlus,cereal,retail,91.36,50.51,40.85,44.71,8,69,74,media,5,Solo lo compraría en promoción,0,40.0,0,7.55,0
VitalMix,cereal,retail,140.28,84.6,55.68,39.69,6,49,61,alta,6,Es un cereal promedio,0,47.0,0,10.3,0
FitMorning,cereal,retail,83.44,50.28,33.16,39.74,5,60,58,media,3,No me gustó el sabor,-1,11.0,0,-1.57,0
CerealNova,cereal,retail,74.56,47.78,26.78,35.92,10,71,67,media,6,Nada extraordinario,0,47.0,0,-9.13,0
GoldenGrain,cereal,marketplace,114.98,61.06,53.92,46.9,9,53,53,alta,6,Solo lo compraría en promoción,0,47.0,0,2.29,0
CornCrisp,cereal,retail,81.72,42.2,39.52,48.36,10,85,69,alta,5,Podría mejorar,0,40.0,0,10.12,0
CerealNova,cereal,retail,78.43,48.77,29.66,37.82,7,71,62,media,7,Podría mejorar,0,54.0,0,3.7,0
KidsStar,cereal,retail,59.73,32.2,27.53,46.09,9,80,69,media,10,Excelente relación calidad-precio,1,90.0,1,7.3,0
ChocoBoom,cereal,retail,76.71,38.94,37.77,49.24,6,95,60,alta,7,Solo lo compraría en promoción,0,54.0,0,41.94,1
KidsStar,cereal,retail,60.15,38.7,21.45,35.66,4,85,72,media,8,Excelente relación calidad-precio,1,76.0,1,48.95,1
GoldenGrain,cereal,retail,147.68,70.85,76.83,52.02,3,39,57,media,2,No me convence el producto,-1,4.0,0,19.06,1
FitMorning,cereal,retail,111.87,67.86,44.01,39.34,7,66,69,media,7,Nada extraordinario,0,54.0,0,9.0,0
CerealNova,cereal,marketplace,83.77,55.07,28.7,34.26,6,76,47,alta,6,Solo lo compraría en promoción,0,47.0,0,18.37,1
HoneyOats,cereal,retail,75.78,45.04,30.74,40.56,8,82,57,alta,8,Excelente relación calidad-precio,1,76.0,1,22.31,1
HoneyOats,cereal,retail,35.0,21.32,13.68,39.09,8,70,67,media,8,Se siente de buena calidad,1,76.0,1,11.53,1
KidsStar,cereal,retail,85.45,49.21,36.24,42.41,5,77,75,alta,8,Me identifico con esta marca,1,76.0,1,44.55,1
CrunchMax,cereal,marketplace,98.51,47.85,50.66,51.43,3,55,68,baja,7,Nada extraordinario,0,54.0,0,39.39,1
VitalMix,cereal,retail,51.81,33.93,17.88,34.51,7,71,48,media,7,Es un cereal promedio,0,54.0,0,17.8,1
KidsStar,cereal,retail,68.87,47.55,21.32,30.96,7,99,53,alta,7,Es un cereal promedio,0,54.0,0,29.38,1
HoneyOats,cereal,retail,83.32,50.09,33.23,39.88,5,77,66,media,6,Es un cereal promedio,0,47.0,0,32.23,1
ChocoBoom,cereal,retail,98.72,51.44,47.28,47.89,9,68,66,media,7,Es un cereal promedio,0,54.0,0,-0.69,0
HoneyOats,cereal,retail,73.55,33.9,39.65,53.91,9,72,58,media,5,Solo lo compraría en promoción,0,40.0,0,-9.89,0
FiberPlus,cereal,retail,135.53,70.54,64.99,47.95,7,60,62,media,7,Nada extraordinario,0,54.0,0,9.91,0
CerealNova,cereal,marketplace,84.13,58.29,25.84,30.71,6,79,69,media,7,Nada extraordinario,0,54.0,0,12.58,1
GoldenGrain,cereal,marketplace,120.09,83.16,36.93,30.75,5,66,66,media,7,Solo lo compraría en promoción,0,54.0,0,19.06,1
FiberPlus,cereal,retail,108.43,50.91,57.52,53.05,7,72,69,media,7,Solo lo compraría en promoción,0,54.0,0,10.0,0
FitMorning,cereal,retail,120.38,77.88,42.5,35.3,8,68,78,alta,7,"Está bien, cumple",0,54.0,0,8.78,0
CrunchMax,cereal,retail,61.78,38.94,22.84,36.97,10,86,58,alta,7,Nada extraordinario,0,54.0,0,-7.31,0
CornCrisp,cereal,retail,78.86,43.81,35.05,44.45,8,71,73,media,7,Es un cereal promedio,0,54.0,0,9.79,0
FitMorning,cereal,marketplace,104.97,59.03,45.94,43.76,7,63,63,media,8,Se siente de buena calidad,1,76.0,1,5.37,0
FitMorning,cereal,marketplace,127.78,64.98,62.8,49.15,8,75,89,alta,7,Nada extraordinario,0,54.0,0,12.98,1
CornCrisp,cereal,marketplace,84.33,45.25,39.08,46.34,6,63,21,media,5,Solo lo compraría en promoción,0,40.0,0,9.19,0
GoldenGrain,cereal,retail,116.96,59.89,57.07,48.79,5,57,41,media,6,"Está bien, cumple",0,47.0,0,5.83,0
KidsStar,cereal,marketplace,76.02,51.24,24.78,32.6,7,81,75,media,7,Es un cereal promedio,0,54.0,0,2.7,0
GoldenGrain,cereal,retail,137.06,85.33,51.73,37.74,6,64,61,alta,7,Podría mejorar,0,54.0,0,14.62,1
FiberPlus,cereal,retail,97.9,67.88,30.02,30.66,7,85,93,alta,8,Se siente de buena calidad,1,76.0,1,33.57,1
CrunchMax,cereal,retail,114.42,72.17,42.25,36.93,7,53,46,media,5,Nada extraordinario,0,40.0,0,0.86,0
CerealNova,cereal,retail,87.93,49.12,38.81,44.14,5,65,49,media,5,Podría mejorar,0,40.0,0,19.36,1
GoldenGrain,cereal,retail,103.5,65.98,37.52,36.25,9,89,42,media,6,Solo lo compraría en promoción,0,47.0,0,2.28,0
FiberPlus,cereal,retail,90.01,57.37,32.64,36.26,5,60,43,media,7,"Está bien, cumple",0,54.0,0,22.81,1
HoneyOats,cereal,retail,84.78,39.98,44.8,52.84,7,65,49,baja,6,Podría mejorar,0,47.0,0,5.76,0
GoldenGrain,cereal,marketplace,158.89,85.81,73.08,45.99,6,44,55,baja,5,Nada extraordinario,0,40.0,0,-4.59,0
ChocoBoom,cereal,retail,94.04,57.51,36.53,38.85,5,69,73,baja,9,Me encanta el sabor y la textura,1,83.0,1,18.9,1
CrunchMax,cereal,retail,82.39,39.8,42.59,51.69,4,67,44,baja,7,Nada extraordinario,0,54.0,0,19.79,1
VitalMix,cereal,retail,83.65,41.14,42.51,50.82,7,85,43,media,6,Nada extraordinario,0,47.0,0,5.79,0
FiberPlus,cereal,retail,57.13,33.75,23.38,40.92,7,66,53,media,7,Podría mejorar,0,54.0,0,15.01,1
HoneyOats,cereal,retail,61.56,41.0,20.56,33.4,5,60,46,baja,4,Se me hizo caro,-1,18.0,0,3.67,0
FiberPlus,cereal,retail,108.88,74.64,34.24,31.45,7,75,80,alta,7,Nada extraordinario,0,54.0,0,14.22,1
ChocoBoom,cereal,retail,61.42,29.24,32.18,52.39,9,74,52,media,9,Excelente relación calidad-precio,1,83.0,1,19.6,1
FiberPlus,cereal,retail,147.91,69.1,78.81,53.28,6,69,70,alta,6,"Está bien, cumple",0,47.0,0,20.98,1
HoneyOats,cereal,marketplace,135.85,71.86,63.99,47.1,7,77,46,media,6,Es un cereal promedio,0,47.0,0,3.18,0
KidsStar,cereal,retail,77.3,48.23,29.07,37.61,7,75,52,baja,6,Es un cereal promedio,0,47.0,0,0.12,0
CornCrisp,cereal,retail,64.01,34.16,29.85,46.63,7,90,56,media,6,Nada extraordinario,0,47.0,0,15.27,1
FitMorning,cereal,marketplace,95.63,66.93,28.7,30.01,4,47,57,media,7,Nada extraordinario,0,54.0,0,18.19,1
CornCrisp,cereal,retail,43.17,22.01,21.16,49.02,10,93,57,media,8,Se siente de buena calidad,1,76.0,1,4.3,0
CerealNova,cereal,marketplace,103.59,69.93,33.66,32.49,7,56,72,baja,6,Nada extraordinario,0,47.0,0,-2.25,0
VitalMix,cereal,retail,109.05,50.7,58.35,53.51,10,75,82,media,10,Excelente relación calidad-precio,1,90.0,1,4.05,0
KidsStar,cereal,marketplace,56.71,38.42,18.29,32.25,8,83,37,baja,8,Se siente de buena calidad,1,76.0,1,2.37,0
CrunchMax,cereal,retail,77.3,48.48,28.82,37.28,6,57,59,media,7,"Está bien, cumple",0,54.0,0,4.32,0
CrunchMax,cereal,marketplace,91.95,57.76,34.19,37.18,7,54,46,baja,5,Podría mejorar,0,40.0,0,-7.47,0
CornCrisp,cereal,retail,82.69,46.66,36.03,43.57,9,78,57,media,7,Solo lo compraría en promoción,0,54.0,0,-0.88,0
KidsStar,cereal,retail,80.16,50.59,29.57,36.89,6,70,40,baja,5,Es un cereal promedio,0,40.0,0,9.75,0
FiberPlus,cereal,retail,89.8,49.73,40.07,44.62,8,86,72,alta,9,Me encanta el sabor y la textura,1,83.0,1,26.03,1
FiberPlus,cereal,marketplace,97.91,47.1,50.81,51.89,8,79,63,alta,8,Me identifico con esta marca,1,76.0,1,19.05,1
CrunchMax,cereal,retail,115.99,79.57,36.42,31.4,4,49,62,media,4,No me gustó el sabor,-1,18.0,0,2.83,0
CrunchMax,cereal,retail,88.66,49.76,38.9,43.88,9,77,46,media,4,No lo volvería a comprar,-1,18.0,0,-14.01,0
CrunchMax,cereal,retail,106.2,71.22,34.98,32.94,5,67,62,baja,5,Nada extraordinario,0,40.0,0,6.09,0
GoldenGrain,cereal,retail,114.34,68.44,45.9,40.14,8,64,56,alta,4,No me convence el producto,-1,18.0,0,-16.05,0
FiberPlus,cereal,retail,109.91,58.33,51.58,46.93,6,61,61,baja,7,Solo lo compraría en promoción,0,54.0,0,12.58,1
KidsStar,cereal,marketplace,87.17,58.1,29.07,33.35,7,72,76,alta,6,Podría mejorar,0,47.0,0,24.75,1
FitMorning,cereal,retail,98.73,59.16,39.57,40.08,7,57,93,media,8,Se siente de buena calidad,1,76.0,1,11.34,1
CrunchMax,cereal,retail,82.41,56.73,25.68,31.16,5,71,54,media,6,Podría mejorar,0,47.0,0,13.91,1
KidsStar,cereal,retail,77.07,41.5,35.57,46.15,5,79,80,media,5,Es un cereal promedio,0,40.0,0,22.92,1
FiberPlus,cereal,retail,94.21,56.1,38.11,40.45,6,69,57,media,6,Es un cereal promedio,0,47.0,0,12.98,1
GoldenGrain,cereal,retail,102.49,53.81,48.68,47.5,9,62,57,media,8,Excelente relación calidad-precio,1,76.0,1,-5.19,0
CrunchMax,cereal,retail,92.12,50.47,41.65,45.21,9,58,48,media,7,Solo lo compraría en promoción,0,54.0,0,-1.66,0
CrunchMax,cereal,retail,101.13,46.9,54.23,53.62,6,67,54,alta,5,Podría mejorar,0,40.0,0,18.73,1
CrunchMax,cereal,retail,86.44,55.4,31.04,35.91,6,77,56,media,3,Se me hizo caro,-1,11.0,0,16.81,1
CornCrisp,cereal,retail,67.82,38.94,28.88,42.58,6,78,69,media,5,Solo lo compraría en promoción,0,40.0,0,30.42,1
FitMorning,cereal,retail,106.5,68.59,37.91,35.6,7,72,49,media,4,Se me hizo caro,-1,18.0,0,13.6,1
FitMorning,cereal,retail,94.95,58.47,36.48,38.42,5,76,62,alta,7,Es un cereal promedio,0,54.0,0,32.43,1
HoneyOats,cereal,retail,79.97,53.25,26.72,33.41,7,74,76,media,8,Me gusta mucho esta marca,1,76.0,1,23.28,1
CerealNova,cereal,retail,79.66,44.91,34.75,43.62,6,74,61,media,7,Podría mejorar,0,54.0,0,16.61,1
FitMorning,cereal,marketplace,148.27,84.73,63.54,42.85,9,68,59,media,6,Es un cereal promedio,0,47.0,0,-2.75,0
CornCrisp,cereal,marketplace,67.11,46.99,20.12,29.98,6,91,62,alta,6,"Está bien, cumple",0,47.0,0,24.75,1
FiberPlus,cereal,retail,98.55,54.4,44.15,44.8,7,59,67,baja,7,Podría mejorar,0,54.0,0,-3.56,0
VitalMix,cereal,retail,96.43,61.65,34.78,36.07,7,64,63,baja,6,"Está bien, cumple",0,47.0,0,-8.37,0
ChocoBoom,cereal,retail,100.15,57.36,42.79,42.73,5,64,73,media,6,Es un cereal promedio,0,47.0,0,17.22,1
FiberPlus,cereal,retail,109.18,69.62,39.56,36.23,6,66,65,media,6,"Está bien, cumple",0,47.0,0,11.59,1
GoldenGrain,cereal,retail,85.49,53.7,31.79,37.19,9,74,60,baja,7,Es un cereal promedio,0,54.0,0,-16.25,0
GoldenGrain,cereal,retail,114.93,58.48,56.45,49.12,7,53,66,media,6,Solo lo compraría en promoción,0,47.0,0,-0.95,0
KidsStar,cereal,marketplace,55.87,40.51,15.36,27.49,6,81,56,baja,9,Me encanta el sabor y la textura,1,83.0,1,13.61,1
FitMorning,cereal,retail,105.45,54.46,50.99,48.35,10,68,65,media,6,Solo lo compraría en promoción,0,47.0,0,10.28,0
KidsStar,cereal,marketplace,47.44,32.87,14.57,30.71,8,82,45,alta,9,Me identifico con esta marca,1,83.0,1,20.87,1
GoldenGrain,cereal,retail,104.96,72.2,32.76,31.21,7,80,57,baja,6,Nada extraordinario,0,47.0,0,-6.35,0
VitalMix,cereal,retail,118.46,55.35,63.11,53.28,7,50,57,baja,6,"Está bien, cumple",0,47.0,0,-3.29,0
FitMorning,cereal,marketplace,107.16,53.08,54.08,50.47,6,61,63,media,7,Solo lo compraría en promoción,0,54.0,0,6.67,0
ChocoBoom,cereal,retail,54.06,37.79,16.27,30.1,6,99,52,media,8,Excelente relación calidad-precio,1,76.0,1,13.09,1
KidsStar,cereal,retail,91.45,62.92,28.53,31.2,4,99,53,alta,6,Podría mejorar,0,47.0,0,36.71,1
CrunchMax,cereal,retail,108.35,58.43,49.92,46.07,8,63,48,alta,6,Podría mejorar,0,47.0,0,-5.38,0
VitalMix,cereal,retail,101.63,59.16,42.47,41.79,6,55,51,media,5,Es un cereal promedio,0,40.0,0,11.66,1
FiberPlus,cereal,retail,161.63,92.11,69.52,43.01,8,60,76,media,6,Solo lo compraría en promoción,0,47.0,0,3.4,0
ChocoBoom,cereal,retail,77.05,35.62,41.43,53.77,4,100,63,media,7,Es un cereal promedio,0,54.0,0,40.94,1
GoldenGrain,cereal,retail,127.65,81.0,46.65,36.55,7,47,70,baja,6,Solo lo compraría en promoción,0,47.0,0,-9.56,0
VitalMix,cereal,marketplace,167.06,120.1,46.96,28.11,8,64,70,media,6,Solo lo compraría en promoción,0,47.0,0,6.22,0
KidsStar,cereal,marketplace,99.33,66.01,33.32,33.54,9,71,50,baja,8,Me encanta el sabor y la textura,1,76.0,1,-3.7,0
FitMorning,cereal,marketplace,89.68,55.74,33.94,37.85,7,76,69,alta,7,Podría mejorar,0,54.0,0,23.23,1
FiberPlus,cereal,retail,86.59,56.37,30.22,34.9,5,71,79,media,9,Se siente de buena calidad,1,83.0,1,33.21,1
CerealNova,cereal,retail,58.98,29.58,29.4,49.85,6,70,53,media,6,Nada extraordinario,0,47.0,0,15.95,1
GoldenGrain,cereal,retail,123.0,70.86,52.14,42.39,10,55,50,media,5,Es un cereal promedio,0,40.0,0,-26.48,0
CrunchMax,cereal,retail,77.1,35.59,41.51,53.84,6,65,46,media,5,Nada extraordinario,0,40.0,0,18.24,1
GoldenGrain,cereal,retail,121.66,74.59,47.07,38.69,8,70,60,alta,6,Solo lo compraría en promoción,0,47.0,0,10.94,1
VitalMix,cereal,retail,82.3,42.46,39.84,48.41,10,72,74,baja,8,Me gusta mucho esta marca,1,76.0,1,-7.08,0
HoneyOats,cereal,marketplace,99.14,68.83,30.31,30.57,6,61,67,baja,6,Solo lo compraría en promoción,0,47.0,0,-0.37,0
HoneyOats,cereal,retail,109.19,63.76,45.43,41.61,6,62,76,media,6,Es un cereal promedio,0,47.0,0,19.5,1
CrunchMax,cereal,marketplace,72.6,37.15,35.45,48.83,9,65,100,media,9,Me gusta mucho esta marca,1,83.0,1,17.75,1
FitMorning,cereal,marketplace,80.07,44.28,35.79,44.7,7,75,58,alta,7,Podría mejorar,0,54.0,0,15.11,1
KidsStar,cereal,marketplace,56.06,28.9,27.16,48.45,7,92,51,alta,9,Me encanta el sabor y la textura,1,83.0,1,33.67,1
HoneyOats,cereal,retail,55.25,30.34,24.91,45.09,7,65,50,baja,5,Nada extraordinario,0,40.0,0,-4.36,0
VitalMix,cereal,marketplace,88.8,48.49,40.31,45.39,5,65,68,baja,7,Es un cereal promedio,0,54.0,0,27.91,1
CerealNova,cereal,retail,82.24,39.27,42.97,52.25,7,63,52,media,6,Solo lo compraría en promoción,0,47.0,0,1.88,0
HoneyOats,cereal,marketplace,37.88,19.69,18.19,48.02,9,79,72,media,8,Me encanta el sabor y la textura,1,76.0,1,22.23,1
KidsStar,cereal,retail,67.48,40.29,27.19,40.29,7,80,61,media,5,"Está bien, cumple",0,40.0,0,9.1,0
FitMorning,cereal,marketplace,113.53,57.12,56.41,49.69,7,62,57,media,8,Me gusta mucho esta marca,1,76.0,1,-4.33,0
GoldenGrain,cereal,retail,155.42,99.67,55.75,35.87,8,56,77,media,5,Solo lo compraría en promoción,0,40.0,0,-5.95,0
VitalMix,cereal,retail,139.76,97.6,42.16,30.17,5,60,64,media,7,Podría mejorar,0,54.0,0,25.92,1
CerealNova,cereal,retail,77.27,47.04,30.23,39.12,7,69,54,media,6,Solo lo compraría en promoción,0,47.0,0,4.59,0
GoldenGrain,cereal,retail,53.13,24.96,28.17,53.02,8,79,85,media,8,Me gusta mucho esta marca,1,76.0,1,22.88,1
HoneyOats,cereal,retail,87.39,53.85,33.54,38.38,5,75,57,media,5,Solo lo compraría en promoción,0,40.0,0,22.22,1
CornCrisp,cereal,retail,83.83,42.36,41.47,49.47,9,81,49,alta,5,Nada extraordinario,0,40.0,0,-3.23,0
FitMorning,cereal,retail,102.82,63.65,39.17,38.1,7,80,68,media,8,Me gusta mucho esta marca,1,76.0,1,11.79,1
ChocoBoom,cereal,retail,77.91,47.51,30.4,39.02,6,79,71,alta,7,Es un cereal promedio,0,54.0,0,30.7,1
CornCrisp,cereal,marketplace,79.53,39.18,40.35,50.74,8,62,74,media,8,Me encanta el sabor y la textura,1,76.0,1,8.65,0
KidsStar,cereal,retail,86.41,43.6,42.81,49.54,8,69,80,media,7,Podría mejorar,0,54.0,0,8.46,0
ChocoBoom,cereal,retail,73.9,44.23,29.67,40.15,10,100,79,media,7,Nada extraordinario,0,54.0,0,0.38,0
VitalMix,cereal,retail,109.46,69.85,39.61,36.19,5,63,50,media,5,Solo lo compraría en promoción,0,40.0,0,12.34,1
CornCrisp,cereal,retail,88.23,55.68,32.55,36.89,8,79,45,alta,6,"Está bien, cumple",0,47.0,0,8.38,0
ChocoBoom,cereal,retail,82.82,55.57,27.25,32.9,8,73,47,alta,9,Se siente de buena calidad,1,83.0,1,7.73,0
ChocoBoom,cereal,marketplace,76.77,47.09,29.68,38.66,8,70,40,media,7,Es un cereal promedio,0,54.0,0,4.93,0
VitalMix,cereal,retail,87.09,41.58,45.51,52.26,7,70,66,media,7,Es un cereal promedio,0,54.0,0,1.93,0
ChocoBoom,cereal,retail,96.95,65.75,31.2,32.18,7,86,44,alta,5,Es un cereal promedio,0,40.0,0,6.57,0
HoneyOats,cereal,retail,74.73,33.86,40.87,54.69,7,78,60,alta,8,Se siente de buena calidad,1,76.0,1,22.76,1
FiberPlus,cereal,marketplace,99.42,61.92,37.5,37.72,7,60,83,media,9,Me encanta el sabor y la textura,1,83.0,1,19.42,1
VitalMix,cereal,marketplace,130.1,78.44,51.66,39.71,6,84,71,alta,4,No me convence el producto,-1,18.0,0,4.27,0
HoneyOats,cereal,marketplace,57.44,41.74,15.7,27.33,5,79,71,media,6,Nada extraordinario,0,47.0,0,14.74,1
VitalMix,cereal,retail,70.31,43.38,26.93,38.3,9,77,69,media,9,Excelente relación calidad-precio,1,83.0,1,7.34,0
CerealNova,cereal,retail,87.94,51.7,36.24,41.21,7,71,67,baja,7,Podría mejorar,0,54.0,0,2.16,0
CerealNova,cereal,retail,53.35,30.65,22.7,42.55,9,81,59,media,5,Podría mejorar,0,40.0,0,7.36,0
HoneyOats,cereal,retail,105.96,49.04,56.92,53.72,8,69,65,media,6,Podría mejorar,0,47.0,0,2.95,0
ChocoBoom,cereal,marketplace,147.95,77.71,70.24,47.48,7,62,47,media,8,Excelente relación calidad-precio,1,76.0,1,10.93,1
CerealNova,cereal,marketplace,80.27,52.51,27.76,34.58,7,65,76,media,8,Me identifico con esta marca,1,76.0,1,22.66,1
CrunchMax,cereal,marketplace,99.08,69.32,29.76,30.04,5,70,52,media,6,Solo lo compraría en promoción,0,47.0,0,3.9,0
FitMorning,cereal,marketplace,101.27,57.53,43.74,43.19,8,64,63,media,6,Solo lo compraría en promoción,0,47.0,0,-11.33,0
CrunchMax,cereal,marketplace,104.12,73.2,30.92,29.7,6,61,54,media,6,Es un cereal promedio,0,47.0,0,-2.49,0
FitMorning,cereal,retail,104.04,59.6,44.44,42.71,4,66,65,baja,8,Me identifico con esta marca,1,76.0,1,27.4,1
ChocoBoom,cereal,retail,106.34,53.69,52.65,49.51,4,66,59,baja,8,Me encanta el sabor y la textura,1,76.0,1,25.42,1
VitalMix,cereal,marketplace,107.24,74.04,33.2,30.96,7,77,69,media,5,"Está bien, cumple",0,40.0,0,5.95,0
FitMorning,cereal,retail,145.67,66.99,78.68,54.01,6,72,72,alta,5,Nada extraordinario,0,40.0,0,25.37,1
VitalMix,cereal,retail,111.93,51.81,60.12,53.71,7,67,70,media,4,No lo volvería a comprar,-1,18.0,0,12.38,1
CornCrisp,cereal,marketplace,71.26,41.27,29.99,42.09,6,76,59,alta,6,Podría mejorar,0,47.0,0,14.6,1
KidsStar,cereal,retail,87.08,54.94,32.14,36.91,7,91,66,alta,8,Me identifico con esta marca,1,76.0,1,22.6,1
ChocoBoom,cereal,retail,65.41,35.18,30.23,46.22,6,84,62,alta,7,"Está bien, cumple",0,54.0,0,23.57,1
CrunchMax,cereal,marketplace,70.37,35.91,34.46,48.97,5,62,62,baja,6,"Está bien, cumple",0,47.0,0,12.29,1
VitalMix,cereal,retail,97.17,61.12,36.05,37.1,7,85,46,alta,7,Es un cereal promedio,0,54.0,0,16.48,1
FitMorning,cereal,marketplace,129.55,65.61,63.94,49.36,5,58,57,media,7,"Está bien, cumple",0,54.0,0,7.77,0
CerealNova,cereal,retail,60.96,41.04,19.92,32.68,10,78,59,media,6,Podría mejorar,0,47.0,0,2.44,0
HoneyOats,cereal,retail,114.87,61.73,53.14,46.26,6,60,54,baja,6,Solo lo compraría en promoción,0,47.0,0,6.36,0
ChocoBoom,cereal,retail,68.15,39.02,29.13,42.74,7,100,79,alta,6,Es un cereal promedio,0,47.0,0,17.65,1
CrunchMax,cereal,retail,102.53,57.99,44.54,43.44,5,64,46,alta,6,Es un cereal promedio,0,47.0,0,22.35,1
KidsStar,cereal,retail,73.36,39.57,33.79,46.06,7,50,88,baja,8,Se siente de buena calidad,1,76.0,1,12.35,1
ChocoBoom,cereal,retail,77.49,47.25,30.24,39.02,9,80,79,media,8,Me gusta mucho esta marca,1,76.0,1,13.05,1
HoneyOats,cereal,marketplace,79.88,45.75,34.13,42.73,7,50,57,media,7,Es un cereal promedio,0,54.0,0,19.28,1
CrunchMax,cereal,marketplace,55.11,34.47,20.64,37.45,6,82,34,media,4,No conecté con la marca,-1,18.0,0,11.06,1
VitalMix,cereal,marketplace,115.6,79.39,36.21,31.32,10,71,63,media,6,"Está bien, cumple",0,47.0,0,-5.71,0
